Manufacturer Brand,MPN,Description,Dealer ex GST
Lightware,UBEX-Pro20-HDMI-F100 RED,4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via  20 Gbps on two (or four) fibers; dual channel 4K transmitter or receiver with scaling.,7415
Lightware,UBEX-Pro20-HDMI-F100 RED 2MM,4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via  20 Gbps on two (or four) fibers; dual channel 4K transmitter or receiver with scaling including two 10G SFP+ multimode fiber module. ,8440
Lightware,UBEX-Pro20-HDMI-F100 RED 2xSM,4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via  20 Gbps on two (or four) fibers; dual channel 4K transmitter or receiver with scaling including two 10G SFP+ singlemode fiber module. ,8849
Lightware,UBEX-Pro20-HDMI-F100 RED 2xCAT,4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps designed for rental and professional users; dual channel 4K transmitter or receiver with scaling. Including two SFP+ to RJ45 modules.,9477
Lightware,UBEX-Pro20-HDMI-F110 RED,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps on two (or four) fibers with analog audio, RS-232, IR, addons; dual channel 4K transmitter or receiver with scaling.",8641
Lightware,UBEX-Pro20-HDMI-F110 RED 2MM,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps on two (or four) fibers with analog audio, RS-232, IR, addons; dual channel 4K transmitter or receiver with scaling including two 10G SFP+ multimode fiber module. ",9679
Lightware,UBEX-Pro20-HDMI-F110 RED 2SM,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps on two (or four) fibers with analog audio, RS-232, IR, addons; dual channel 4K transmitter or receiver with scaling including two 10G SFP+ singlemode fiber module. ",10088
Lightware,UBEX-Pro20-HDMI-F110 RED 2xCAT,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps with analog audio, RS-232, IR, addons; dual channel 4K transmitter or receiver with scaling. Including two SFP+ to RJ45 modules.",10704
Lightware,UBEX-Pro20-HDMI-F120 RED,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps on two (or four) fibers with analog audio, RS-232, IR and USB HID addons; dual channel 4K transmitter or receiver with scaling.",9056
Lightware,UBEX-Pro20-HDMI-F120 RED 2xSM,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps on two (or four) fibers with analog audio, RS-232, IR and USB HID addons; dual channel 4K transmitter or receiver with scaling including two 10G SFP+ singlemode fiber module.",10497
Lightware,UBEX-Pro20-HDMI-F120 RED 2xMM,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps on two (or four) fibers with analog audio, RS-232, IR and USB HID addons; dual channel 4K transmitter or receiver with scaling including two 10G SFP+ multimode fiber module.",10088
Lightware,UBEX-Pro20-HDMI-F120 RED 2xCAT,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps with analog audio, RS-232, IR and USB HID addons; dual channel 4K transmitter or receiver with scaling. Including two SFP+ to RJ45 modules.",11113
Lightware,UBEX-Pro20-HDMI-F130 RED,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps on two (or four) fibers with analog audio, RS-232, USB HID and USB 2.0 addons; dual channel 4K transmitter or receiver with scaling. Separate USB 2.0 layer switching, 2x USB-A & 2x USB-C for devices and 1x USB-C for host, Highspeed 480Mbps.",9269
Lightware,UBEX-Pro20-HDMI-F130 RED 2xSM,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps on two (or four) fibers with analog audio, RS-232, USB HID addons and USB 2.0 addons; dual channel 4K transmitter or receiver with scaling including two 10G SFP+ singlemode fiber module. Separate USB 2.0 layer switching, 2x USB-A & 2x USB-C for devices and 1x USB-C for host, Highspeed 480Mbps.",10704
Lightware,UBEX-Pro20-HDMI-F130 RED 2xMM,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps on two (or four) fibers with analog audio, RS-232, USB HID addons and USB2.0 addons; dual channel 4K transmitter or receiver with scaling including two 10G SFP+ multimode fiber module. Separate USB 2.0 layer switching, 2x USB-A & 2x USB-C for devices and 1x USB-C for host, Highspeed 480Mbps.",10296
Lightware,UBEX-Pro20-HDMI-F130 RED 2xCAT,"4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via 20 Gbps with analog audio, RS-232, USB HID addons and USB 2.0 addons; dual channel 4K transmitter or receiver with scaling. Including two SFP+ to RJ45 modules. Separate USB 2.0 layer switching, 2x USB-A & 2x USB-C for devices and 1x USB-C for host, Highspeed 480Mbps.",11314
Lightware,UBEX-Pro20-HDMI-R100 2xMM-2xDUO,4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via  20 Gbps designed for rental and professional users; dual channel 4K transmitter or receiver with scaling. Including two 10G SFP+ multimode fiber modules with two Neutrik OpticalCON DUO connectors and EtherCON control port.,9269
Lightware,UBEX-Pro20-HDMI-R100 2xMM-QUAD,4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via  20 Gbps designed for rental and professional users; dual channel 4K transmitter or receiver with scaling. Including two 10G SFP+ multimode fiber modules with one Neutrik OpticalCON QUAD connector and EtherCON control port.,9269
Lightware,UBEX-Pro20-HDMI-R100 2xSM-2xDUO,4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via  20 Gbps designed for rental and professional users; dual channel 4K transmitter or receiver with scaling. Including two 10G SFP+ singlemode fiber modules with two Neutrik OpticalCON DUO connectors and EtherCON control port.,9679
Lightware,UBEX-Pro20-HDMI-R100 2xSM-QUAD,4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via  20 Gbps designed for rental and professional users; dual channel 4K transmitter or receiver with scaling. Including two 10G SFP+ singlemode fiber modules with one Neutrik OpticalCON QUAD connector and EtherCON control port.,9679
Lightware,UBEX-Pro20-HDMI-R100 2xSM-BiDi-DUO,4K UHD @ 60Hz 4:4:4 uncompressed AV over IP via  20 Gbps designed for rental and professional users; dual channel 4K transmitter or receiver with scaling. Including two 10G BiDi SFP+ singlemode fiber modules with one Neutrik OpticalCON DUO connector and EtherCON control port.,10088
Lightware,UBEX-MMU-X200-16,UBEX-MMU-X200 limited for 16 endpoints.,4095
Lightware,UBEX-MMU-X200-50,UBEX-MMU-X200 limited for 50 endpoints.,8208
Lightware,UBEX-MMU-X200-100,UBEX-MMU-X200 limited for 100 endpoints.,12327
Lightware,UBEX-MMU-X200-150,UBEX-MMU-X200 limited for 150 endpoints.,16441
Lightware,UBEX-MMU-X200,UBEX-MMU-X200 has no endpoint limitation.,24668
Lightware,UBEX-MMU-X200-UPG,UBEX MMU-X200 upgrading to the next level.,4120
Lightware,UBEX-MMU-X200-NL,UBEX MMU-X200 upgrading to not limited from the highest limitation level.,8239
Lightware,VINX-120-HDMI-ENC,"IP based encoder via a Gigabit Ethernet network.  4K / UHD (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Advanced EDID Management. USB HID and 2.0 mass storage data support, HDCP2.2 compliant, RS-232 and IR support.",1269
Lightware,VINX-110-HDMI-DEC,"IP based decoder via a Gigabit Ethernet network.  4K / UHD (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Built-in scaler with videowall function. Advanced EDID Management. USB HID and 2.0 mass storage data support, HDCP2.2 compliant, RS-232 and IR support.",1269
Lightware,VINX-120AP-HDMI-ENC,"IP based encoder with PoE via a Gigabit Ethernet network.  HDMI local output, Analog audio input/output. 4K / UHD (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Advanced EDID Management. USB HID and 2.0 mass storage data support, HDCP2.2 compliant, RS-232 and IR support.",1690
Lightware,VINX-210AP-HDMI-ENC,"IP based encoder with PoE via a Gigabit Ethernet network.  VGA input, Analog audio input/output. 4K / UHD (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Advanced EDID Management. USB HID and 2.0 mass storage data support, HDCP2.2 compliant, RS-232 and IR support.",1690
Lightware,VINX-110AP-HDMI-DEC,"IP based decoder with PoE via a Gigabit Ethernet network.  Analog audio input/output. 4K / UHD (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Built-in scaler with videowall function. Advanced EDID Management. USB HID and 2.0 mass storage data support, HDCP2.2 compliant, RS-232 and IR support.",1690
Lightware,VINX-120AP-HDMI-ENC-DNT,"IP based encoder with PoE via a Gigabit Ethernet network with Dante audio.  HDMI local output, Analog audio input/output. 4K / UHD (30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) are supported. Advanced EDID Management. USB HID and 2.0 mass storage data support, HDCP2.2 compliant, RS-232 and IR support.",2208
Lightware,WP-VINX-110P-HDMI-ENC Black,Wallplate AV Over IP Scaling Multimedia Extender with USB KVM and PoE support.,2032
Lightware,WP-VINX-110P-HDMI-ENC White,Wallplate AV Over IP Scaling Multimedia Extender with USB KVM and PoE support.,2032
Lightware,FP-VINX-110P-HDMI-ENC-GES4,"Floorplate AV Over IP Scaling Multimedia Extender with USB KVM and PoE support. Compatible with OBO Bettermann GES4, GES6, GESR4, GESR7, UDHOME4 versions",2227
Lightware,FP-VINX-110P-HDMI-ENC-GES9,"Floorplate AV Over IP Scaling Multimedia Extender with USB KVM and PoE support. Compatible with OBO Bettermann GES9, GESR9, UDHOME9 versions",2227
Lightware,FP-VINX-110P-HDMI-ENC-MKM,"Floorplate AV Over IP Scaling Multimedia Extender with USB KVM and PoE support. Compatible with MK CableLink Plus Modular, Ackermann Cablelink Modular Floorboxes versions",2227
Lightware,FP-VINX-110P-HDMI-ENC-MKS,"Floorplate AV Over IP Scaling Multimedia Extender with USB KVM and PoE support. Compatible with MK CableLink Plus Screed, Single Pan Boxes, Onix Plus Screeded Floor system versions",2227
Lightware,PRC-16-205,"PRC-16-205 is a rack mount cage accessory enclosing up to 16x VINX-120-HDMI-ENC or VINX-110-HDMI-DEC units in any combination, also providing power source for every installed device",5664
Lightware,IR transmitter for VINX-120-HDMI-ENC,IR transmitter for VINX-120-HDMI-ENC,24
Lightware,IR receiver for VINX-110-HDMI-DEC,IR receiver for VINX-110-HDMI-DEC,24
Lightware,USB20-1GBE-DS4,USB 2.0 over LAN device side extender with 4 USB 2.0 ports and an Ethernet interface for sending USB data. Maximum 100 meter direct CAT5e/6/7 cable connectivity to switches or USB 2.0 host side extenders. Interoperability with other products implementing the ExtremeUSB(R) technology for USB 2.0 extension. Device class filtering. Transparent USB extension.Throughput up to 480Mbps. ,1220
Lightware,USB20-1GBE-HS10,USB 2.0 over LAN host side extender with an Ethernet interface for receiving USB data from up to 7 device side extenders. Maximum 100 meter direct CAT5e/6/7 cable connectivity to switches or USB 2.0 device side extenders. Interoperability with other products implementing the ExtremeUSB(R) technology for USB 2.0 extension. Device class filtering. Transparent USB extension. Throughput up to 480Mbps. ,1220
Lightware,USB20-1GBE-DS4P,USB 2.0 over LAN device side extender with 4 USB 2.0 ports and an Ethernet interface for sending USB data. Maximum 100 meter direct CAT5e/6/7 cable connectivity to switches or USB 2.0 host side extenders. Interoperability with other products implementing the ExtremeUSB(R) technology for USB 2.0 extension. Device class filtering. Transparent USB extension. POE capability.Throughput up to 480Mbps. ,1294
Lightware,USB20-1GBE-HS13P,USB 2.0 over LAN host side extender with an Ethernet interface for receiving USB data from up to 7 device side extenders. Maximum 100 meter direct CAT5e/6/7 cable connectivity to switches or USB 2.0 device side extenders. Interoperability with other products implementing the ExtremeUSB(R) technology for USB 2.0 extension. Device class filtering. Transparent USB extension. POE capability. Throughput up to 480Mbps. ,1294
Lightware,HDMI20-OPTJ-TX90,"Connector sized HDMI2.0 to fiber transmitter, 600m extension. Full 4K HDMI 2.0 and HDCP 2.2 compliant, SC connector. 4K@60Hz with RGB 4:4:4 colorspace, 18 Gbit/sec bandwidth.",1836
Lightware,HDMI20-OPTJ-RX90,"Connector sized fiber to HDMI2.0 receiver, 600m extension. Full 4K HDMI 2.0 and HDCP 2.2 compliant, SC connector. 4K@60Hz with RGB 4:4:4 colorspace, 18 Gbit/sec bandwidth.",1836
Lightware,OPTJ Power tray SC,"Rack mountable tray with built  in power supply and mounting for Lightware HDMI20-OPTJ-TX/RX90 extenders. Full rack width, 1U high.  SC fiber optical connector. ",2459
Lightware,OPTJ Power tray NTD,"Rack mountable tray with built  in power supply and mounting for Lightware HDMI20-OPTJ-TX/RX90 extenders. Full rack width, 1U high.  Neutrik OpticalCON Duo  fiber optical connector. ",3686
Lightware,OPTJ Power tray NTQ,"Rack mountable tray with built  in power supply and mounting for Lightware HDMI20-OPTJ-TX/RX90 extenders. Full rack width, 1U high.  Neutrik QuadCON  fiber optical connector. ",3686
Lightware,VESA 100 Mounting Console,VESA console for mounting VINX to displays,66
Lightware,MMX2-4x1-H20,"4x1 HDMI 2.0 matrix switcher. 4x HDMI 2.0 input ports and 1x HDMI 2.0 output ports supporting 4K signal formats (4K UHD @ 60Hz RGB 4:4:4, up to 18 Gbps), secure control Ethernet interface. Audio de-embedding, command injection, GPIO, RS-232 control ports. Advanced automated room control features. ",1373
Lightware,MMX2-4x3-H20,"4x3 HDMI 2.0 matrix switcher. 4x HDMI 2.0 input ports and 3x HDMI 2.0 output ports supporting 4K signal formats (4K UHD @ 60Hz RGB 4:4:4, up to 18 Gbps), secure control Ethernet interface. Audio de-embedding, command injection, GPIO, RS-232 control ports. Advanced automated room control features. ",2184
Lightware,HDMI-TPS-TX86,"HDMI + RS-232 + bidirectional IR HDBaseT transmitter over CATx cable. HDCP, 3D and 4K / UHD ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) compliant. 170m extension distance.
Can be remote powered through CATx cable ",432
Lightware,HDMI-TPS-RX86,"HDMI + RS-232 + bidirectional IR HDBaseT receiver over CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. 
Can be remote powered through CATx cable",432
Lightware,HDMI-TPS-TX96,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT transmitter over CATx cable. HDCP, 3D and 4K / UHD ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) compliant. 170m extension distance.
Can be remote powered through CATx cable ",488
Lightware,HDMI-TPS-RX96,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT receiver over CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. 
Can be remote powered through CATx cable (12V)",488
Lightware,HDMI-TPS-TX87,"HDMI + RS-232 + bidirectional IR HDBaseT transmitter over CATx cable including PoE. HDCP, 3D and 4K / UHD ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) compliant. 170m extension distance.",542
Lightware,HDMI-TPS-RX87,"HDMI + RS-232 + bidirectional IR HDBaseT receiver over CATx cable including PoE. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Remote powering through MX-TPS2-OB-P/AP/SP boards, MMX6x2-HT series, 25G-8TPS2 boards.",542
Lightware,HDMI-TPS-TX97,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT transmitter over CATx cable including PoE. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Remote powering through MX-TPS2-IB-P/AP/SP boards, MMX6x2-HT series, 25G-8TPS2 boards.",542
Lightware,HDMI-TPS-RX97,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT receiver over CATx cable including PoE. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Remote powering through MX-TPS2-OB-P/AP/SP boards, MMX6x2-HT series, 25G-8TPS2 boards.",542
Lightware,HDMI-TPS-RX110AY,"HDMI + balanced analog audio de-embedding + 2 x Relay + Ethernet + RS-232 + bidirectional IR HDBaseT receiver over CATx cable including PoE. HDCP, 3D and 4K /UHD ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) compliant. 170m extension distance. Event Manager, command injection, autoselect & priority modes, EDID Management. Remote powering through MX-TPS2-OB-P/AP/SP boards, MMX6x2-HT series, 25G-8TPS2 boards.",1836
Lightware,HDMI-TPS-RX110AY-Plus,"HDMI + balanced analog audio de-embedding + 2 x Relay + Ethernet + RS-232 + bidirectional IR HDBaseT receiver over CATx cable including PoE with advanced control functions. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  compliant. 170m extension distance. Event Manager, command injection, autoselect & priority modes, EDID Management. Infra and CEC command sending/receiving with Event Manager; advanced RS-232 control; increased number of events to 100. Remote powering through MX-TPS2-OB-P/AP/SP boards, MMX6x2-HT series, 25G-8TPS2 boards. ",2038
Lightware,HDMI-TPS-TX210,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT transmitter with local HDMI output forCATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) support. 170m extension distance. Command injection, Autoselect & priority modes, EDID Management. Compatible with 'TPS' series input boards and receivers.",1739
Lightware,DP-TPS-TX210,"DP1.1 + Ethernet + RS-232 + bidirectional IR HDBaseT transmitter with local HDMI output for CATx cable. HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) support. 170m extension distance. Command injection, Autoselect & priority modes, EDID Management. Compatible with 'TPS' series input boards and receivers.",1739
Lightware,HDMI-TPS-TX220,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT transmitter with local HDMI output for CATx cable. Stereo local analog audio embedding, GPIO control port, HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. Command injection, Autoselect & priority modes, EDID Management. Compatible with 'TPS' series input boards and receivers. ",1763
Lightware,HDMI-TPS-TX226,"HDMI + Ethernet + RS-232 + bidirectional IR HDBaseT transmitter with local HDMI output for CATx cable including 12V remote power. Stereo local analog audio embedding, GPIO control port, HDCP, 3D and 4K / UHD ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0) support. 170m extension distance. Command injection, Autoselect & priority modes, EDID Management. Compatible with 'TPS' series input boards and receivers.",1782
Lightware,HDMI-TPS226-H10 bundle,"Lightware HDMI-TPS226-H10 bundle contains 1 pc HDMI-TPS-TX226, 1 pc HDMI-TPS-RX96, 1 pc UD Kit Double mounting, 1 pc UD Kit mounting and 1 m active HDMI cable.",2581
Lightware,SW4-TPS-TX240,"DP1.1, DVI, 2x HDMI  + Ethernet + RS-232 + bidirectional IR with local HDMI output standalone switcher and HDBaseT transmitter for  CATx cable. Stereo local analog audio embedding, GPIO control port, HDCP, 3D and 4K / UHD  ( 30Hz RGB 4:4:4 , 60Hz YCbCr 4:2:0)  support. 170m extension distance. Command injection, Autoselect & priority modes, EDID Management. Compatible with 'TPS' series input boards and receivers.",2038
